departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,producto,precio,Year,Month,Day
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVCIO BRAZUELOS,TERPEL,BIODIESEL,8220,2018,5,4
25,CUNDINAMARCA,25200,COGUA,EDS COGUA,BIOMAX,BIODIESEL,8450,2018,5,4
41,HUILA,41349,HOBO,ESTACION DE SERVICIO EL BOSQUE,TERPEL,BIODIESEL,8485,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CAMPOALEGRE,TEXACO,BIODIESEL,8450,2018,5,4
50,META,50606,RESTREPO,ESTACION DE SERVICIO BRISAS DEL UPIN,BIOMAX,BIODIESEL,8359,2018,5,4
52,NARIÑO,52001,SAN JUAN DE PASTO,ESTACION DE SERVICIO TERMINAL AMERICANO,MOBIL,GASOLINA CORRIENTE,6850,2018,5,4
54,NORTE DE SANTANDER,54250,EL TARRA,ESTACION DE SERVICIO LAS REINAS,TERPEL,GASOLINA CORRIENTE,6600,2018,5,4
73,TOLIMA,73001,IBAGUE,ESTACION DE SERVICIO AUTOMOTRIZ ARAZUL AVENIDA,TEXACO,BIODIESEL,8430,2018,5,4
20,CESAR,20250,EL PASO,ESTACION DE SERVICIO AUTOMOTRIZ MI FUTURO,SAVE,BIODIESEL,7200,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO AGUILA LTDA,BIOMAX,ACPM - DIESEL,8336,2018,5,4
15,BOYACA,15759,SOGAMOSO,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL SOGAMOSO,TERPEL,ACPM - DIESEL,8641,2018,5,4
52,NARIÑO,52678,SAMANIEGO,ESTACION DE SERVICIO NUESTRO FUTURO,BIOMAX,GASOLINA CORRIENTE,7200,2018,5,4
15,BOYACA,15686,SANTANA,ESTACION DE SERVICIOS BUENAVISTA,TERPEL,BIODIESEL,7740,2018,5,4
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO DISTRACOM SALOMIA,MOBIL,GASOLINA CORRIENTE,8660,2018,5,4
44,LA GUAJIRA,44110,EL MOLINO,ESTACION DE SERVICIO AUTOMOTRIZ SAN LUCAS,AYATAWACOOP,ACPM - DIESEL,5500,2018,5,4
41,HUILA,41524,PALERMO,ESTACION DE SERVICIO LOS FUNDADORES,MOBIL,BIODIESEL,8806,2018,5,4
86,PUTUMAYO,86568,PUERTO ASIS,ESTACION DE SERVICIO LOS CRISTALES,TERPEL,GASOLINA CORRIENTE,7145,2018,5,4
25,CUNDINAMARCA,25279,FOMEQUE,BRIO LA UNION,BIOMAX,BIODIESEL,8666,2018,5,4
13,BOLIVAR,13001,CARTAGENA DE INDIAS,ESTACION DE SERVICIO PUNTA CANA CARTAGENA,TERPEL,BIODIESEL,7699,2018,5,4
68,SANTANDER,68572,PUENTE NACIONAL,ESTACION DE SERVICIO VILLA KARY,OCTANO,BIODIESEL,8285,2018,5,4
85,CASANARE,85001,YOPAL,EDS CENTRO DEL LLANO,BIOMAX,BIODIESEL,8589,2018,5,4
15,BOYACA,15176,CHIQUINQUIRA,EDS LA REINA,MOBIL,BIODIESEL,8512,2018,5,4
54,NORTE DE SANTANDER,54003,ABREGO,ESTACION DE SERVICIO ABREGO,TERPEL,GASOLINA CORRIENTE,6620,2018,5,4
08,ATLANTICO,08372,JUAN DE ACOSTA,ESTACION DE SERVICIO AUTOMOTRIZ SAN JOSE,TERPEL,BIODIESEL,8890,2018,5,4
20,CESAR,20175,CHIMICHAGUA,ESTACION DE SERVICIOS LAS VEGAS DEL CESAR,ZEUSS,GASOLINA CORRIENTE,8100,2018,5,4
54,NORTE DE SANTANDER,54206,CONVENCION,SERVICENTRO CATALUNA,TERPEL,GASOLINA CORRIENTE,6580,2018,5,4
25,CUNDINAMARCA,25743,SILVANIA,ESTACION DE SERVICIO EL PARAISO,TEXACO,BIODIESEL,8305,2018,5,4
52,NARIÑO,52418,LOS ANDES (SOTOMAYOR),ESTACION DE SERVICIO LOS ANDES SOTOMAYOR,TERPEL,BIODIESEL,7100,2018,5,4
68,SANTANDER,68147,CAPITANEJO,DISTRIBUCIONES EL RUISEÑOR,TERPEL,BIODIESEL,8450,2018,5,4
50,META,50573,PUERTO LOPEZ,ESTACION DE SERVICIO AUTOMOTRIZ MILENIUM GAS EL CAPORAL,PETROBRAS,GASOLINA CORRIENTE,8810,2018,5,4
52,NARIÑO,52256,EL ROSARIO,ESTACION DE SERVICIO ORO VERDE,TERPEL,GASOLINA CORRIENTE,6795,2018,5,4
70,SUCRE,70001,SINCELEJO,ESTACION SUCRE DORADO,TEXACO,BIODIESEL,8360,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,DUAL 1,BIOMAX,BIODIESEL,8360,2018,5,4
08,ATLANTICO,08549,PIOJO,ESTACION DE SERVICIO AUTOMOTRIZ PIOJO,TERPEL,GASOLINA CORRIENTE,8840,2018,5,4
52,NARIÑO,52352,ILES,ESTACION DE SERVICIO CORDERO Y DORADO,TERPEL,GASOLINA CORRIENTE,6906,2018,5,4
13,BOLIVAR,13140,CALAMAR,ESTACION DE SERVICIO LA RIVERA,SAVE,GASOLINA CORRIENTE,8980,2018,5,4
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO DISTRACOM VASQUEZ COBO,TEXACO,BIODIESEL,8480,2018,5,4
68,SANTANDER,68547,PIEDECUESTA,ESTACION DE SERVICIOS MESA DE LOS SANTOS,TERPEL,GASOLINA CORRIENTE,8990,2018,5,4
25,CUNDINAMARCA,25754,SOACHA,ESTACION DE SERVICIO TERPEL INDUMIL,TERPEL,BIODIESEL,8316,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TEXACO AVENIDA TERCERA,TEXACO,ACPM - DIESEL,8435,2018,5,4
05,ANTIOQUIA,05129,CALDAS,ESTACION DE SERVICIOS DISTRACOM CODICALDAS,MOBIL,BIODIESEL,8280,2018,5,4
41,HUILA,41551,PITALITO,ESTACION DE SERVICIO LABOYOS,TERPEL,BIODIESEL,8879,2018,5,4
47,MAGDALENA,47288,FUNDACION,ESTACION DE SERVICIO MOTOCARS CLUB LA 6 SAS,PETROMIL,GASOLINA EXTRA,8387,2018,5,4
54,NORTE DE SANTANDER,54206,CONVENCION,SERVICENTRO CATALUNA,TERPEL,BIODIESEL,6060,2018,5,4
05,ANTIOQUIA,05129,CALDAS,ESTACION DE SERVICIO DISTRACOM LAS VEGAS,MOBIL,GASOLINA CORRIENTE,8610,2018,5,4
25,CUNDINAMARCA,25214,COTA,EDS COOTRANSCOTA,PETROBRAS,BIODIESEL,8209,2018,5,4
20,CESAR,20517,PAILITAS,ESTACION DE SERVICIO FUNDADORES DEL CESAR,TERPEL,BIODIESEL,7050,2018,5,4
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO LA UNION SERVICENTRO,MOBIL,BIODIESEL,7850,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO HERGOS GASOLINA,TERPEL,BIODIESEL,8259,2018,5,4
05,ANTIOQUIA,05885,YALI,ESTACION DE SERVICIO LAS COLINAS DE YALI NO1,ZEUSS,BIODIESEL,8352,2018,5,4
52,NARIÑO,52835,TUMACO,ESTACION DE SERVICIO PUERTO BELLO,TERPEL,BIODIESEL,7400,2018,5,4
50,META,50573,PUERTO LOPEZ,ESTACION DE SERVICIO LA SONORA,BIOMAX,BIODIESEL,8940,2018,5,4
52,NARIÑO,52001,SAN JUAN DE PASTO,ESTACION DEL PUENTE,TEXACO,GASOLINA CORRIENTE,6850,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,TERPEL PALOQUEMAO,TERPEL,BIODIESEL,8450,2018,5,4
70,SUCRE,70702,SAN JUAN DE BETULIA,ESTACION DE SERVICIOS TERPEL SAN JUDAS,TERPEL,BIODIESEL,8050,2018,5,4
15,BOYACA,15238,DUITAMA,ESTACION DE SERVICIO AUTOMOTRIZ LA DORADA,BIOMAX,ACPM - DIESEL,8571,2018,5,4
25,CUNDINAMARCA,25175,CHIA,ESTACIÓN DE SERVICIO TERPEL AVENIDA PRADILLA,TERPEL,BIODIESEL,8178,2018,5,4
52,NARIÑO,52418,LOS ANDES (SOTOMAYOR),ESTACION DE SERVICIO LOS ANDES SOTOMAYOR,TERPEL,GASOLINA CORRIENTE,7250,2018,5,4
41,HUILA,41551,PITALITO,ESTACION DE SERVICIO EL PROGRESO BRUSELAS,TERPEL,BIODIESEL,8851,2018,5,4
25,CUNDINAMARCA,25745,SIMIJACA,ESTACION DE SERVICIO INVERSIONES EL PORTAL DE SIMIJACA,OCTANO,ACPM - DIESEL,8430,2018,5,4
19,CAUCA,19807,TIMBIO,ESTACION DE SERVICIO LOS PINOS EL BOHIO,BIOMAX,BIODIESEL,8812,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACIÓN DE SERVICIO BRIO CANEY,BIOMAX,ACPM - DIESEL,8390,2018,5,4
05,ANTIOQUIA,05792,TARSO,ESTACION DE SERVICIO LAS PALMAS DE TARSO,ZEUSS,BIODIESEL,8729,2018,5,4
17,CALDAS,17380,LA DORADA,ESTACION DE SERVICIO Y SERVITECA EL RHIN,TERPEL,GASOLINA CORRIENTE,8690,2018,5,4
23,CORDOBA,23500,MOÑITOS,ESTACION LA UNION,BIOMAX,BIODIESEL,8739,2018,5,4
15,BOYACA,15109,BUENAVISTA,ESTACION DE SERVICIO LA ESTRELLA,BIOMAX,BIODIESEL,8810,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,BIOMAX INVERNIZA,BIOMAX,ACPM - DIESEL,8150,2018,5,4
68,SANTANDER,68464,MOGOTES,ESTACION DE SERVICIO SANTAFE,TERPEL,BIODIESEL,8290,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO DISTRACOM SUBA LAUREL,PETROBRAS,ACPM - DIESEL,8380,2018,5,4
15,BOYACA,15223,CUBARA,ESTACION DE SERVICIO AUTOMOTRIZ EL RUISEÑOR,TERPEL,ACPM - DIESEL,6600,2018,5,4
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO AVENIDA COLOMBIA CON CALLE 50,TERPEL,BIODIESEL,8250,2018,5,4
13,BOLIVAR,13458,MONTECRISTO,ESTACION DE SERVICIO DISTRACOM REGENCIA,TEXACO,BIODIESEL,8890,2018,5,4
47,MAGDALENA,47161,CERRO DE SAN ANTONIO,ESTACION BRISAS DEL RIO,ECOS,BIODIESEL,8345,2018,5,4
15,BOYACA,15572,PUERTO BOYACA,ESTACION DE SERVICIO EL CASTILLO PUNTO 32,TERPEL,ACPM - DIESEL,7970,2018,5,4
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO DISTRACOM MIRAFLORES,MOBIL,GASOLINA CORRIENTE,8990,2018,5,4
05,ANTIOQUIA,05154,CAUCASIA,ESTACION DE SERVICIO SAN RAFAEL TERPEL CAUCASIA,TERPEL,BIODIESEL,8310,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO DISTRACOM PRIMERO DE MAYO,PETROBRAS,BIODIESEL,8265,2018,5,4
52,NARIÑO,52227,CUMBAL,ESTACION DE SERVICIO SERVICENTRO LA FRONTERA DE CHILES,TERPEL,BIODIESEL,6738,2018,5,4
23,CORDOBA,23466,MONTELIBANO,ESTACION DE SERVICIO DISTRACOM LAS PALMAS,TEXACO,BIODIESEL,8560,2018,5,4
15,BOYACA,15693,SANTA ROSA DE VITERBO,ESTACIÓN DE SERVICIO EL ANDINO,TERPEL,BIODIESEL,8500,2018,5,4
66,RISARALDA,66682,SANTA ROSA DE CABAL,ESTACION DE SERVICIOS DE LIQUIDOS MODELO,BIOMAX,GASOLINA CORRIENTE,8970,2018,5,4
81,ARAUCA,81794,TAME,ESTACION DE SERVICIO LAS AMERICAS,TERPEL,GASOLINA CORRIENTE,7200,2018,5,4
05,ANTIOQUIA,05045,APARTADO,ESTACION DE SERVICIO SERVICENTRO PROXXON APARTADO,PROXXON,BIODIESEL,8393,2018,5,4
25,CUNDINAMARCA,25817,TOCANCIPA,ESTACION DE SERVICIO TIBITO,TERPEL,GASOLINA CORRIENTE,8913,2018,5,4
05,ANTIOQUIA,05885,YALI,SERVICENTRO YALI,ZEUSS,BIODIESEL,8360,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS LURIGER SAN BLAS,TEXACO,BIODIESEL,8395,2018,5,4
66,RISARALDA,66170,DOSQUEBRADAS,ESTACION DE SERVICIO AUTOMOTRIZ GNCV GCC-AGUA AZUL,BIOMAX,BIODIESEL,8320,2018,5,4
05,ANTIOQUIA,05400,LA UNION,ESTACION DE SERVICIO DON QUIJOTE,TEXACO,BIODIESEL,8472,2018,5,4
25,CUNDINAMARCA,25530,PARATEBUENO (LA NAGUAYA),ESTACION DE SERVICIO MAYA,TERPEL,BIODIESEL,8349,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS PORTAL DE SANTA INES,ZEUSS,GASOLINA CORRIENTE,8840,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,DISTRIBUIDORA ESSO VERSALLES,MOBIL,ACPM - DIESEL,8399,2018,5,4
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO ESSO AVENIDA DEL RIO,MOBIL,GASOLINA CORRIENTE,8960,2018,5,4
15,BOYACA,15600,RAQUIRA,ESTACION DE SERVICIO EL CARMEN JOHANA,OCTANO,ACPM - DIESEL,8678,2018,5,4
05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,ESTACION DE SERVICIOS LA VARIANTE,ZEUSS,BIODIESEL,8490,2018,5,4
05,ANTIOQUIA,05360,ITAGUI,ESTACION DE SERVICIO LA MONTAÑA,TERPEL,GASOLINA CORRIENTE,8750,2018,5,4
25,CUNDINAMARCA,25754,SOACHA,ESTACION DE SERVICIO SOACHA TERREROS,TERPEL,ACPM - DIESEL,8167,2018,5,4
52,NARIÑO,52256,EL ROSARIO,ESTACION DE SERVICIO ORO VERDE,TERPEL,BIODIESEL,7190,2018,5,4
18,CAQUETA,18410,LA MONTAÑITA,EDS LA SARDINITA,TERPEL,BIODIESEL,8630,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TERPEL ESTRELLITA,TERPEL,BIODIESEL,8350,2018,5,4
47,MAGDALENA,47268,EL RETEN,EDS SURTY MAX,TERPEL,BIODIESEL,8900,2018,5,4
15,BOYACA,15238,DUITAMA,ESTACION DE SERVICIO TRANSPORTES DEL TUNDAMA,PETROBRAS,GASOLINA CORRIENTE,8549,2018,5,4
52,NARIÑO,52001,SAN JUAN DE PASTO,ESTACION DE SERVICIO GUAMUEZ,TERPEL,BIODIESEL,6798,2018,5,4
05,ANTIOQUIA,05360,ITAGUI,ESTACION DE SERVICIO DISTRACOM LOS NARANJOS,TEXACO,GASOLINA CORRIENTE,8790,2018,5,4
68,SANTANDER,68001,BUCARAMANGA,ESTACION DE SERVICIO LA COLOMBIA,TERPEL,BIODIESEL,8180,2018,5,4
76,VALLE DEL CAUCA,76670,SAN PEDRO,ESTACION DE SERVICIO TEXACO 31 HENRY GOMEZ,TEXACO,BIODIESEL,8070,2018,5,4
25,CUNDINAMARCA,25290,FUSAGASUGA,ESTACION DE SERVICIO DISTRACOM GRAN CHINAUTA,PETROBRAS,BIODIESEL,8100,2018,5,4
70,SUCRE,70001,SINCELEJO,PETROMIL LA TRONCAL,PETROMIL,BIODIESEL,8310,2018,5,4
52,NARIÑO,52399,LA UNION,ESTACION DE SERVICIO SANTA LUCIA,PETROMIL,BIODIESEL,6820,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TEXACO CIUDAD BOLIVAR,TEXACO,BIODIESEL,8399,2018,5,4
52,NARIÑO,52506,OSPINA,ESTACION DE SERVICIO SERVICENTRO OSPINA,BIOMAX,GASOLINA CORRIENTE,6850,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOSUR,TERPEL,BIODIESEL,8264,2018,5,4
52,NARIÑO,52786,TAMINANGO,ESTACION DE SERVICIO TERPEL RIO MAYO LTDA,TERPEL,GASOLINA CORRIENTE,6850,2018,5,4
47,MAGDALENA,47001,SANTA MARTA,ESTACION DE SERVICIO AUTOMOTRIZ TAYRONA,SAVE,BIODIESEL,8400,2018,5,4
54,NORTE DE SANTANDER,54518,PAMPLONA,ESTACION DE SERVICIO COOPMOTILON LTDA,TERPEL,BIODIESEL,6194,2018,5,4
15,BOYACA,15238,DUITAMA,ESTACION DE SERVICIO TERPEL CIUDAD DUITAMA,TERPEL,BIODIESEL,8385,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION PETROBRAS PATIO BONITO,PETROBRAS,BIODIESEL,8159,2018,5,4
52,NARIÑO,52381,LA FLORIDA,ESTACION DE SERVICIO FLONAR,BIOMAX,GASOLINA CORRIENTE,6890,2018,5,4
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO ESSO AVENIDA DEL RIO,MOBIL,BIODIESEL,8340,2018,5,4
70,SUCRE,70001,SINCELEJO,ESTACIÓN DE SERVICIO DISTRACOM SEVILLA,TEXACO,GASOLINA CORRIENTE,8860,2018,5,4
08,ATLANTICO,08758,SOLEDAD,ESTACION DE SERVICIO TRANSURBAR,TEXACO,BIODIESEL,8130,2018,5,4
20,CESAR,20400,LA JAGUA DE IBIRICO,ESTACION DE SERVICIO IBIRICO,SAVE,BIODIESEL,6320,2018,5,4
13,BOLIVAR,13001,CARTAGENA DE INDIAS,ESTACION DE SERVICIO PUNTA CANA CARTAGENA,TERPEL,GASOLINA CORRIENTE,8399,2018,5,4
52,NARIÑO,52788,TANGUA,ESTACION DE SERVICIO LOS ANDES,MOBIL,BIODIESEL,6699,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO MARRUECOS,TERPEL,GASOLINA CORRIENTE,8858,2018,5,4
70,SUCRE,70001,SINCELEJO,ESTACION SUCRE DORADO,TEXACO,GASOLINA CORRIENTE,8840,2018,5,4
73,TOLIMA,73443,MARIQUITA,ESTACION DE SERVICIO SAN SEBASTIAN SAS,TERPEL,BIODIESEL,8253,2018,5,4
25,CUNDINAMARCA,25572,PUERTO SALGAR,ESTACION DE SERVICIO Y PARADOR CORAN,PETROMIL,GASOLINA CORRIENTE,8700,2018,5,4
41,HUILA,41396,LA PLATA,ESTACION DE SERVICIO SEGOVIANAS,TERPEL,BIODIESEL,8680,2018,5,4
13,BOLIVAR,13140,CALAMAR,ESTACION DE SERVICIO LA RIVERA,SAVE,BIODIESEL,7772,2018,5,4
52,NARIÑO,52540,POLICARPA,ESTACION DE SERVICIO SERVICENTRO MADRIGAL,BIOMAX,BIODIESEL,6700,2018,5,4
20,CESAR,20238,EL COPEY,ESTACION DE SERVICIO AUTOMOTRIZ  PORVENIR 2000,PETROMIL,GASOLINA CORRIENTE,7300,2018,5,4
54,NORTE DE SANTANDER,54498,OCAÑA,ESTACION DE SERVICIO ACOLSURE,COOMULPINORT,GASOLINA CORRIENTE,7080,2018,5,4
05,ANTIOQUIA,05107,BRICEÑO,EDS - EL MIRADOR DE BRICEÑO,TEXACO,BIODIESEL,7573,2018,5,4
13,BOLIVAR,13468,SANTA CRUZ DE MOMPOX,ESTACION DE SERVICIO DISTRACOM MOMPOX,TEXACO,BIODIESEL,8960,2018,5,4
47,MAGDALENA,47675,SALAMINA,SERVICENTRO EL TRANSITO,ECOS,BIODIESEL,8390,2018,5,4
86,PUTUMAYO,86568,PUERTO ASIS,ESTACION DE SERVICIO TRANS HONG KONG SA,TERPEL,BIODIESEL,7100,2018,5,4
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,OPECOM EDS SILOE,TERPEL,BIODIESEL,8532,2018,5,4
23,CORDOBA,23001,MONTERIA,ESTACION DE SERVICIO AUTOMOTRIZ SUPER STATION SEVILLA,PETROMIL,GASOLINA CORRIENTE,8930,2018,5,4
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO DISTRACOM BELENCITO,MOBIL,BIODIESEL,8450,2018,5,4
25,CUNDINAMARCA,25899,ZIPAQUIRA,ESTACION DE SERVICIO EGAS ZIPAQUIRA,TERPEL,BIODIESEL,8400,2018,5,4
25,CUNDINAMARCA,25754,SOACHA,ESTACION DE SERVICIO TERPEL INDUMIL,TERPEL,GASOLINA CORRIENTE,8976,2018,5,4
20,CESAR,20001,VALLEDUPAR,ESTACION DE SERVICIO LA SIERRA,PUMA,GASOLINA CORRIENTE,6555,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CALLE 170,TERPEL,GASOLINA CORRIENTE,8740,2018,5,4
52,NARIÑO,52540,POLICARPA,ESTACION DE SERVICIO EL LLANO,TERPEL,BIODIESEL,7050,2018,5,4
50,META,50001,VILLAVICENCIO,ESTACION DE SERVICIO SURTILLANOS,TERPEL,ACPM - DIESEL,8800,2018,5,4
05,ANTIOQUIA,05001,MEDELLIN,ESTACION DE SERVICIO INVERSIONES OIL,ZEUSS,BIODIESEL,8440,2018,5,4
54,NORTE DE SANTANDER,54250,EL TARRA,ESTACION DE SERVICIO SANTA ANA,COOMULPINORT,GASOLINA CORRIENTE,6600,2018,5,4
15,BOYACA,15176,CHIQUINQUIRA,EDS LA REINA,MOBIL,ACPM - DIESEL,8512,2018,5,4
52,NARIÑO,52001,SAN JUAN DE PASTO,SERVICIO ORIENTE,MOBIL,BIODIESEL,6663,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS CALLE 80,TERPEL,GASOLINA CORRIENTE,8744,2018,5,4
25,CUNDINAMARCA,25743,SILVANIA,ESTACION DE SERVICIO EL PARAISO,TEXACO,GASOLINA CORRIENTE,8910,2018,5,4
17,CALDAS,17001,MANIZALES,AGAS GAS NATURAL VEHICULAR,TEXACO,GASOLINA CORRIENTE,8890,2018,5,4
25,CUNDINAMARCA,25754,SOACHA,ESTACION DE SERVICIO VILLA SOFIA,TERPEL,GASOLINA CORRIENTE,8999,2018,5,4
08,ATLANTICO,08001,BARRANQUILLA,EDS PUMA LA ARENOSA,PUMA,GASOLINA CORRIENTE,8689,2018,5,4
52,NARIÑO,52540,POLICARPA,EJIDO,TERPEL,BIODIESEL,6770,2018,5,4
05,ANTIOQUIA,05250,EL BAGRE,ESTACION DE SERVICIO EL JORDAN,TEXACO,BIODIESEL,8669,2018,5,4
05,ANTIOQUIA,05120,CACERES,ESTACION DE SERVICIO DISTRACOM PUERTO BELGICA,TEXACO,BIODIESEL,7873,2018,5,4
25,CUNDINAMARCA,25754,SOACHA,ESTACION DE SERVICIO DISTRACOM CIUDAD DE QUITO,BIOMAX,BIODIESEL,8220,2018,5,4
85,CASANARE,85001,YOPAL,EDS CENTRO DEL LLANO,BIOMAX,ACPM - DIESEL,8589,2018,5,4
15,BOYACA,15822,TOTA,EDS PLAYA BLANCA,BIOMAX,ACPM - DIESEL,8845,2018,5,4
15,BOYACA,15778,SUTATENZA,ESTACION DE SERVICIO LA ESMERALDA DE SUTATENZA SAS,TERPEL,BIODIESEL,8720,2018,5,4
25,CUNDINAMARCA,25754,SOACHA,TEXACO SOACHA,TEXACO,BIODIESEL,8305,2018,5,4
25,CUNDINAMARCA,25290,FUSAGASUGA,ESTACION DE SERVICIO BRIO LOS ARBOLES No  2,BIOMAX,ACPM - DIESEL,8400,2018,5,4
68,SANTANDER,68770,SUAITA,EDS LA CAMPIÑA OLIVERIO,TERPEL,BIODIESEL,8000,2018,5,4
25,CUNDINAMARCA,25095,BITUIMA,ESTACION DE SERVICIO LA SIERRA,BIOMAX,ACPM - DIESEL,8495,2018,5,4
27,CHOCO,27205,CONDOTO,BOMBA CONDOTO,BIOMAX,BIODIESEL,8400,2018,5,4
23,CORDOBA,23001,MONTERIA,ESTACION DE SERVICIO DEL SUR MONTERIA,TERPEL,BIODIESEL,8580,2018,5,4
23,CORDOBA,23466,MONTELIBANO,ESTACION DE SERVICIO DISTRACOM MONTANA,ESSO,BIODIESEL,8577,2018,5,4
70,SUCRE,70001,SINCELEJO,EDS OKALA,TERPEL,GASOLINA CORRIENTE,8820,2018,5,4
47,MAGDALENA,47189,CIENAGA,ESTACION DE SERVICIO LA NUEVA 17,SAVE,GASOLINA CORRIENTE,8500,2018,5,4
52,NARIÑO,52540,POLICARPA,ESTACION DE SERVICIO EL LLANO,TERPEL,GASOLINA CORRIENTE,7000,2018,5,4
17,CALDAS,17088,BELALCAZAR,ESTACION DE SERVICIO CRISTO REY,TERPEL,BIODIESEL,8270,2018,5,4
73,TOLIMA,73026,ALVARADO,ESTACION DE SERVICIO AUTOMOTRIZ EL COYOTE,PETROBRAS,BIODIESEL,8150,2018,5,4
25,CUNDINAMARCA,25290,FUSAGASUGA,ESTACION DE SERVICIO DISTRACOM GRAN CHINAUTA,PETROBRAS,ACPM - DIESEL,8100,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION PETROBRAS PATIO BONITO,PETROBRAS,ACPM - DIESEL,8159,2018,5,4
25,CUNDINAMARCA,25754,SOACHA,EDS IBAGASES SOACHA,BIOMAX,ACPM - DIESEL,8186,2018,5,4
20,CESAR,20238,EL COPEY,ESTACION DE SERVICIO AUTOMOTRIZ  PORVENIR 2000,PETROMIL,BIODIESEL,7100,2018,5,4
25,CUNDINAMARCA,25326,GUATAVITA,ESTACION DE SERVICIO EL DORADO MUISCA,BIOMAX,BIODIESEL,8320,2018,5,4
15,BOYACA,15001,TUNJA,ESTACION DE SERVICIO TRANSPORTES LOS MUISCAS SA,BIOMAX,ACPM - DIESEL,8545,2018,5,4
25,CUNDINAMARCA,25290,FUSAGASUGA,ESTACION DE SERVICIO SUMAPAZ,TERPEL,BIODIESEL,8394,2018,5,4
54,NORTE DE SANTANDER,54518,PAMPLONA,ESTACION DE SERVICIO COOPMOTILON LTDA,TERPEL,GASOLINA CORRIENTE,6869,2018,5,4
76,VALLE DEL CAUCA,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO DISTRACOM VILLA COLOMBIA,TEXACO,BIODIESEL,8484,2018,5,4
52,NARIÑO,52001,SAN JUAN DE PASTO,ESTACION DE SERVICIO TERMINAL AMERICANO,MOBIL,BIODIESEL,6628,2018,5,4
44,LA GUAJIRA,44078,BARRANCAS,ESTACION DE SERVICIO FULL LEO,DISCOWACOOP,GASOLINA CORRIENTE,6100,2018,5,4
15,BOYACA,15469,MONIQUIRA,EDS CENTRAL,BIOMAX,BIODIESEL,8470,2018,5,4
52,NARIÑO,52490,OLAYA HERRERA (BOCAS DE SATINGA),ESTACION DE SERVICIO FLUVIAL COMBUSTIBLE JOSELIN,BIOMAX,GASOLINA CORRIENTE,7900,2018,5,4
52,NARIÑO,52001,SAN JUAN DE PASTO,ESTACION DE SERVICIO SERVICENTRO JUANAMBU,MOBIL,BIODIESEL,6628,2018,5,4
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SPRING,PETROBRAS,GASOLINA CORRIENTE,8980,2018,5,4
73,TOLIMA,73268,EL ESPINAL,ESTACION DE SERVICIO TOLIMA,TERPEL,GASOLINA CORRIENTE,8970,2018,5,4
25,CUNDINAMARCA,25845,UNE,ESTACION DE SERVICIO TEXACO LOS SAUCES,TEXACO,BIODIESEL,8487,2018,5,4
